Page 1 of 26,,,,,,,
"Local Level Authorities (Metropolitan, Sub-Metropolitan, Municipality, Rural Municipality)",,,,,,,
351,3,GosaiKunda,"7,143",6,978.77,7,
352,4,NauKunda,"11,824",6,126.99,93,
353,5,ParbatiKunda,"5,490",5,682.23,8,
,,Total of District,"42,133",27,"2,085.04",Difference noted verification?,
Dist. Code Name of District,,,Province:,3,,,
,30,Dhading,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
354,1,Dhunibesi Municipality,"31,029",9,96.30,322,
355,2,Nilkantha Municipality,"58,515",14,197.70,296,
,,Gaun Palika (Rural Municipal):,,,,,
356,3,Khaniyabas,"12,749",5,120.80,106,
357,4,Gajuri,"27,084",8,138.66,195,
358,5,Galchhi,"27,784",8,129.08,215,
359,6,Ganga Jamuna,"21,784",7,152.72,143,
360,7,Jwalamukhi,"23,966",7,114.04,210,
361,8,Thakre,"32,914",11,96.41,341,
362,9,Netrawati,"12,870",5,181.78,71,
363,10,Benighat Rorang,"31,475",10,29.17,1079,
364,11,Rubi Valley,"9,565",6,401.85,24,
365,12,Sidda Lekh,"23,729",7,106.09,224,
366,13,Tripura Sundari,"22,960",7,271.23,85,
,,Total of District,"336,424",104,"2,035.83",,
Dist. Code Name of District,,,Province:,3,,,
,31,Makawanpur,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
367,1,Hetaunda Sub-Metropolitan,"152,875",19,261.59,584,
368,2,Thaha Municipality,"41,623",12,191.12,218,
,,Gaun Palika (Rural Municipal):,,,,,
369,3,Indra Sarobar,"17,585",5,97.34,181,
370,4,Kailash,"23,922",10,204.48,117,
371,5,Bakaiya,"39,620",12,393.75,101,
372,6,Bagmati,"30,495",9,311.79,98,
373,7,Bhimphedi,"23,344",9,245.27,95,
374,8,Makawanpur Gadhi,"25,322",8,148.72,170,
375,9,Manahari,"38,399",9,199.52,192,
376,10,Raksirang,"26,192",9,226.70,116,
,,Total of District,"419,377",102,"2,280.28",Difference noted verification?,

,,,,,,,Page 13 of 26
Dist. Code Name of District,,,Province:,3,,,
,35,Chitwan,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
377,1,Bharatpur Metropolitan,"280,502",29,432.95,648,
378,2,Kalika Municipality,"41,742",11,149.08,280,
379,3,Khairhani Municipality,"56,094",13,85.55,656,
380,4,Madi Municipality,"37,683",9,218.24,173,
381,5,Ratna Nagar Municipality,"69,848",16,68.68,1017,
382,6,Rapti Municipality,"57,107",13,212.31,269,
,,Gaun Palika (Rural Municipal):,,,,,
383,7,Ichchhakamana,"25,012",7,166.73,150,
,,Total of District,"567,988",98,"1,333.54",Difference noted verification?,
,119,Total of Province 3,"5,442,984","1,125","19,394.48",,
Dist. Code Name of District,,,Province:,4,,,
,36,Gorkha,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
384,1,Gorkha Municipality,"49,272",14,131.86,374,
385,2,Palungtar Municipality,"38,174",10,158.62,241,
,,Gaun Palika (Rural Municipal):,,,,,
386,3,Sulikot,"25,389",8,200.63,127,
387,4,Siranchok,"23,628",8,121.66,194,
388,5,Ajirkot,"14,802",5,198.05,75,
389,6,Aarughat,"23,887",10,160.79,149,
390,7,Gandaki,"23,253",8,123.86,188,
391,8,Chumanubri,"6,923",7,"1,648.65",4,
392,9,Dharche,"13,229",7,651.52,20,
393,10,Bhimsen,"22,033",8,101.25,218,
394,11,Shahid Lakhan,"27,555",9,148.97,185,
,,Total of District,"268,145",94,"3,645.86",,
Dist. Code Name of District,,,Province:,4,,,
,37,Lamjung,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
395,1,Besishahar Municipality,"39,356",11,127.64,308,
396,2,Madhya Nepal Municipality,"23,385",10,113.86,205,
397,3,Rainas Municipality,"18,527",10,91.97,201,
398,4,Sundarbazar Municipality,"26,861",11,72.05,373,
,,Gaun Palika (Rural Municipal):,,,,,
399,5,Kabahola Sothar,"10,032",9,175.37,57,
400,6,Dhudh Pokhari,"10,975",6,153.33,72,
401,7,Dordi,"18,392",9,350.93,52,
402,8,Marsyangdi,"18,759",9,597.25,31,
,,Total of District,"166,287",75,"1,682.40",,

Page 14 of 26,,,,,,,
Dist. Code Name of District,,,Province:,4,,,
,38,Tanahun,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
403,1,Bhanu Municipality,"45,792",13,184.00,249,
404,2,Bhimad Minucipality,"31,362",9,129.00,243,
405,3,Byas Minucipality,"70,335",14,248.00,284,
406,4,Sukla Gandaki Municipality,"48,456",12,165.00,294,
,,Gaun Palika (Rural Municipal):,,,,,
407,5,Aanbu Khaireni,"20,768",6,128.00,162,
408,6,Rishing,"25,870",8,215.00,120,
409,7,Ghiring,"19,318",5,126.00,153,
410,8,Devghat,"16,131",5,159.00,101,
411,9,Myagde,"22,502",7,115.00,196,
412,10,Bandipur,"20,013",6,102.00,196,
,,Total of District,"320,547",85,"1,571.00",,
"Dist. Code Name of District
39 Syangja",,,Province:,4,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
413,1,Galyang Municipality,"36,967",11,122.71,301,
414,2,Chapakot Municipality,"26,042",10,120.59,216,
415,3,Putalibazar Municipality,"44,876",14,147.21,305,
416,4,Bhirkot Municipality,"25,583",9,78.23,327,
417,5,Waling Municipality,"51,143",14,128.40,398,
,,Gaun Palika (Rural Municipal):,,,,,
418,6,Arjun Chaupari,"16,176",6,57.22,283,
419,7,Aandhi Khola,"16,589",6,69.61,238,
420,8,Kali Gandaki,"21,728",7,73.51,296,
421,9,Phedi Khola,"12,341",5,56.73,218,
422,10,Biruwa,"18,413",8,95.79,192,
423,11,Harinas,"17,343",7,87.48,198,
,,Total of District,"287,201",97,"1,037.48",,
"Dist. Code Name of District
40 Kaski",,,Province:,4,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
424,1,Pokhara Lekhnath Metropolitan,"414,141",33,464.24,892,
,,Gaun Palika (Rural Municipal):,,,,,
425,2,Annapurna,"23,417",11,33.33,703,
426,3,Machhapuchhre,"21,868",9,544.58,40,
427,4,Madi,"18,153",12,563.00,32,
428,5,Rupa,"14,519",7,94.81,153,
,,Total of District,"492,098",72,"1,699.96",,
"Dist. Code Name of District
41 Manang",,,Province:,4,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
,,Gaun Palika (Rural Municipal):,,,,,
429,1,Chame,"1,129",5,78.86,14,
430,2,Nar Phu,538,5,837.54,0.6 Less than 1,
431,3,Nashong,"1,938",9,709.58,3,
432,4,Nesyang,"2,222",9,694.63,3,
,,Total of District,"5,827",28,"2,320.61",Difference noted verification?,

,,,,,,,Page 15 of 26
Dist. Code Name of District,,,Province:,4,,,
,42,Mustang,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
,,Gaun Palika (Rural Municipal):,,,,,
433,1,Gharpajhong,"3,029",5,316.00,10,
434,2,Thasang,"2,912",5,289.00,10,
435,3,Dalome,"1,423",5,"1,344.00",1,
436,4,Lomanthang,"1,899",5,727.00,3,
437,5,Barha Gaun Muktichhetra,"2,330",5,886.00,3,
,,Total of District,"11,593",25,"3,562.00",,
"Dist. Code Name of District
43 Myagdi",,,Province:,4,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
438,1,Beni Municipality,"33,894",10,76.57,443,
,,Gaun Palika (Rural Municipal):,,,,,
439,2,Annapurna,"13,315",8,556.41,24,
440,3,Dhawalagiri,"14,104",7,"1,037.00",14,
441,4,Mangala,"16,286",5,89.00,183,
442,5,Malika,"19,458",7,147.00,132,
443,6,Raghu Ganga,"15,753",8,379.00,42,
,,Total of District,"112,810",45,"2,284.98",,
Dist. Code Name of District,,,Province:,4,,,
,44,Parbat,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
444,1,Kushma Municipality,"39,600",14,93.18,425,
445,2,Phalebas Municipality,"24,687",11,85.70,288,
,,Gaun Palika (Rural Municipal):,,,,,
446,3,Jaljala,"21,454",9,82.26,261,
447,4,Painyoo,"15,381",7,42.65,361,
448,5,Maha Shila,"9,857",6,49.38,200,
449,6,Modi,"21,284",8,143.60,148,
450,7,Bihadi,"13,403",6,44.80,299,
,,Total of District,"145,666",61,541.57,,
Dist. Code Name of District,,,Province:,4,,,
,45,Baglung,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
451,1,Baglung Municipality,"57,823",14,98.01,590,
452,2,Galkot Municipality,"33,097",11,194.39,170,
453,3,Jaimini Municipality,"31,430",10,118.71,265,
454,4,Dhorpatan Municipality,"26,215",9,222.85,118,
,,Gaun Palika (Rural Municipal):,,,,,
455,5,Bareng,"14,492",5,75.28,193,
456,6,Kathe Khola,"22,865",8,82.88,276,
457,7,Taman Khola,"10,659",6,178.02,60,
458,8,Tara Khola,"12,009",5,129.53,93,
459,9,Nisi Khola,"20,611",7,244.37,84,
460,10,Badi Gad,"30,906",10,178.68,173,
,,Total of District,"260,107",85,"1,522.72",Difference noted verification?,

Page 16 of 26,,,,,,,
Dist. Code Name of District,,,Province:,"4,5",Still not clear cut demarcation of the district.,,
,48,Nawalparasi,,,Hence all data entered in Province 4,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
483,1,Kawasoti Municipality,"62,421",17,108.34,576,
484,2,Gaindakot Municipality,"58,866",18,159.93,368,
485,3,Devchuli Municipality,"42,603",17,112.72,378,
486,4,Bardaghat Municipality,"55,382",16,162.05,342,
487,5,Madhya Bindu Municipality,"54,140",15,233.35,232,
488,6,Ramgram Municipality,"59,455",18,128.32,463,
489,7,Sunwal Municipality,"55,424",13,139.10,398,
,,Gaun Palika (Rural Municipal):,,,,,
490,8,Triveni Susta,"43,797",7,112.17,390,
491,9,Palhi Nandan,"35,429",6,44.67,793,
492,10,Pratappur,"41,315",9,87.55,472,
493,11,Bungdi Kali,"15,734",6,91.87,171,
494,12,Bulingtar,"19,122",6,147.68,129,
495,13,Binayi,"25,036",5,267.13,94,
496,14,Sarawal,"38,163",7,73.19,521,
497,15,Hupsekot,"25,065",6,189.21,132,
,,Total of District,"631,952",166,"2,057.28",,
,,Total of Province 4,"2,702,233",833,"21,925.86",,
"Dist. Code
46",,"Name of District
Gulmi",Province:,5,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
461,1,Musikot Municipality,"32,802",9,114.74,286,
462,2,Resunga Municipality,"32,548",14,83.74,389,
,,Gaun Palika (Rural Municipal):,,,,,
463,3,Isma,"20,964",6,81.88,256,
464,4,Kali Gandaki,"18,876",7,101.04,187,
465,5,Gulmi Durbar,"22,037",7,79.99,275,
466,6,Satyawati,"23,807",8,115.92,205,
467,7,Chandrakot,"21,827",8,105.73,206,
468,8,Ruru,"18,581",6,67.38,276,
469,9,Chhatrakot,"21,481",6,87.01,247,
470,10,Dhurkot,"22,454",7,86.32,260,
471,11,Madane,"21,899",7,94.52,232,
472,12,Malika,"21,729",8,92.49,235,
,,Total of District,"279,005",93,"1,110.76",,
"Dist. Code
47",,"Name of District
Palpa",Province:,5,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
473,1,Rampur Municipality,"35,396",10,123.34,287,
474,2,Tansen Municipality,"50,405",14,109.80,459,
,,Gaun Palika (Rural Municipal):,,,,,
475,3,Nisdi,"22,611",7,194.50,116,
476,4,Purba Khola,"19,589",6,138.05,142,
477,5,Rambha,"20,190",5,94.12,215,
478,6,Matha Gadhi,"25,017",8,215.49,116,
479,7,Tinau,"19,085",6,202.00,94,
480,8,Bagnaskali,"21,361",9,84.17,254,
481,9,Ribdikot,"18,770",8,124.55,151,
482,10,Raina Devi Chhahara,"26,469",8,175.88,150,
,,Total of District,"258,893",81,"1,461.90",Difference noted verification?,

,,,,,,,Page 17 of 26
Dist. Code Name of District,,,Province:,5,,,
,49,Rupandehi,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
498,1,Butwal Sub-Metropolitan,"138,742",19,101.61,1365,
499,2,Devdaha Municipality,"53,523",12,136.95,391,
500,3,Lumbini Sanskritik Municipality,"72,497",13,112.21,646,
501,4,Siddharthanagar Municipality,"63,483",13,36.03,1762,
502,5,Saina Maina Municipality,"55,822",11,162.18,344,
503,6,Tilottama Municipality,"100,149",17,126.19,794,
,,Gaun Palika (Rural Municipal):,,,,,
504,7,Gaidahawa,"47,565",9,96.79,491,
505,8,Kanchan,"33,072",5,58.51,565,
506,9,Kotahi Mai,"41,006",7,58.26,704,
507,10,Marchawari,"38,776",7,48.55,799,
508,11,Mayadevi,"47,196",8,72.44,652,
509,12,Om Satiya,"34,191",6,48.54,704,
510,13,Rohini,"37,175",7,64.32,578,
511,14,Sammari Mai,"38,305",7,50.78,754,
512,15,Siyari,"38,466",7,66.17,581,
513,16,Suddodhana,"34,638",7,57.66,601,
,,Total of Rupandehi District,"874,606",155,"1,297.19",,
Dist. CDoidset. Code Name of District,,,Province:,5,,,
,50,Kapilbastu,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
514,1,Kapilbastu Municipality,"76,390",12,136.91,558,
515,2,Buddabhumi Municipality,"64,949",10,366.67,177,
516,3,Shivaraj Municipality,"66,781",11,284.07,235,
517,4,Maharajganj Municipality,"54,800",11,112.21,488,
518,5,Krishna Nagar Municipality,"62,370",12,96.66,645,
519,6,Banganga Municipality,"75,242",11,233.68,322,
,,Gaun Palika (Rural Municipal):,,,,,
520,7,Mayadevi,"48,218",8,88.53,545,
521,8,Yashodhara,"38,952",8,67.56,577,
522,9,Suddodhana,"45,201",6,91.69,493,
523,10,Bijay Nagar,"36,937",7,173.19,213,
,,Total of District,"569,840",96,"1,651.17",,
Dist. CDoidset. Code Name of District,,,Province:,5,,,
,51,Arghakhanchi,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
524,1,Sandhikharka Municipality,"41,079",12,129.02,318,
525,2,Shit Ganga Municipality,"43,373",14,610.43,71,
526,3,Bhumikasthan Municipality,"32,640",10,159.13,205,
,,Gaun Palika (Rural Municipal):,,10,,,
527,4,Chhatra Dev,"25,336",8,87.62,289,
528,5,Panini,"26,424",8,151.42,175,
529,6,Malarani,"28,044",9,101.06,277,
,,Total of District,"196,896",71,"1,238.68",,

,,,,,,,Page 18 of 26
Dist. Code Name of District,,,Province:,5,,,
,52,Pyuthan,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
530,1,Pyuthan Municipality,"38,449",10,128.96,298,
531,2,Swargadwari Municipality,"30,940",9,224.70,138,
,,Gaun Palika (Rural Municipal):,,,,,
532,3,Gaumukhi,"25,421",7,139.04,183,
533,4,Mandavi,"15,058",5,113.08,133,
534,5,Sarumarani,"18,627",6,157.97,118,
535,6,Mallarani,"17,686",5,80.09,221,
536,7,Nau Bahini,"30,292",8,213.41,142,
537,8,Jhimaruk,"27,931",8,106.93,261,
538,9,Eairabati,"22,392",6,156.75,143,
,,Total of District,"226,796",64,"1,320.93",,
Dist. Code Name of District,,,Province:,5,,,
,53,Rolpa,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
539,1,Rolpa Municipality,"32,759",10,270.42,121,
,,Gaun Palika (Rural Municipal):,,,,,
540,2,Triveni,"22,957",7,205.39,112,
541,3,Dui Kholi,"20,778",6,163.01,127,
542,4,Madi,"17,986",6,129.05,139,
543,5,Runti Gadhi,"27,929",9,232.69,120,
544,6,Lungri,"23,631",7,135.23,175,
545,7,Sukidaha,"20,009",7,124.38,161,
546,8,Sunchhahari,"16,034",7,277.62,58,
547,9,Subarnawati,"28,213",8,156.55,180,
548,10,Thawang,"10,881",5,191.07,57,
,,Total of District,"221,177",72,"1,885.41",,
Dist. Code Name of District,,,Province:,"5,6",Still not clear cut demarcation of the district.,,
,54,Rukum,,,Hence all data entered in Province 5,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
549,1,Musikot Municipality,"32,939",14,136.06,242,
550,2,Chaurjahari Municipality,"27,438",14,107.38,256,
551,3,Aathabiskot Municipality,"33,601",14,560.34,60,
,,Gaun Palika (Rural Municipal):,,,,,
552,4,Putha Uttar Ganga,"17,932",14,560.34,32,
553,5,Bhume,"18,589",9,273.67,68,
554,6,Sisne,"16,497",8,327.12,50,
555,7,Barphikot,"18,696",10,190.42,98,
556,8,Triveni,"19,404",10,85.49,227,
557,9,Sani Bheri,"22,194",11,133.80,166,
,,Total of District,"207,290",104,"2,374.62",,

,,,,,,,Page 19 of 26
Dist. Code Name of District,,,Province:,5,,,
,56,Dang,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
568,1,Tulsipur Sub-Metropolitan,"141,528",19,384.63,368,
569,2,Ghorahi Sub-Metropolitan,"156,164",19,522.21,299,
570,3,Lamahi Municipality,"47,655",9,326.66,146,
,,Gaun Palika (Rural Municipal):,,,,,
571,4,Banglachuli,"24,245",8,245.14,99,
572,5,Dangi Sharan,"21,484",7,110.70,194,
573,6,Gadhawa,"38,592",8,358.57,108,
574,7,Rajpur,"25,037",7,577.33,43,
575,8,Rapti,"40,763",9,161.07,253,
576,9,Shanti Nagar,"25,203",7,116.02,217,
577,10,Babai,"27,469",7,257.48,107,
,,Total of District,"548,140",100,"3,059.81",,
Dist. Code Name of District,,,Province:,5,,,
,57,Banke,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
578,1,Nepalgunj Sub-Metropolitan,"138,951",23,85.94,1617,
579,2,Kohalpur Municipality,"70,647",15,184.26,383,
,,Gaun Palika (Rural Municipal):,,,,,
580,3,Narainapur,"34,942",6,172.34,203,
581,4,Raptisonari,"59,946",9,"1,041.73",58,
582,5,Baijanath,"54,418",8,141.67,384,
583,6,Khajura,"50,961",8,101.91,500,
584,7,Duduwa,"37,460",6,91.10,411,
585,8,Janaki,"37,830",6,63.32,597,
,,Total of District,"485,155",81,"1,882.27",Difference noted verification?,
Dist. Code Name of District,,,Province:,5,,,
,58,Bardiya,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
586,1,Gulariya Municipality,"66,679",12,118.21,564,
587,2,Maduvan Municipality,"46,437",9,129.73,358,
588,3,Rajapur Taratal Municipality,"59,553",10,127.08,469,
589,4,Thakura Baba Municipality,"44,361",9,104.57,424,
590,5,Bansgadhi Municipality,"55,875",9,206.08,271,
591,6,Bar Bardiya Municipality,"68,072",11,226.09,301,
,,Gaun Palika (Rural Municipal):,,,,,
592,7,Badhaiya Tal,"47,868",9,115.19,416,
593,8,Geruwa,"34,871",6,78.41,445,
,,Total of District,"423,716",75,"1,105.36",Difference noted verification?,
,,Total of Province 4,"4,291,514",992,"18,388.10",,

Page 20 of 26,,,,,,,
Dist. Code Name of District,,,Province:,6,,,
,55,Salyan,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
558,1,Sharada Municipality,"33,730",15,198.34,170,
559,2,Bagchaur Municipality,"34,118",12,163.14,209,
560,3,Bangad Kupinde Municipality,"36,052",12,338.21,107,
,,Gaun Palika (Rural Municipal):,,,,,
561,4,Kalimati,"23,005",7,500.72,46,
562,5,Triveni,"16,634",6,119.11,140,
563,6,Kapurkot,"18,204",6,119.21,153,
564,7,Chhatreshwori,"21,452",7,150.69,142,
565,8,Dhorchaur,"13,593",5,89.36,152,
566,9,Kumakha Malika,"24,972",7,177.28,141,
567,10,Darma,"19,966",6,81.46,245,
,,Total of District,"241,726",83,"1,937.52",Difference noted verification?,
"Dist. Code Name of District
59 Surkhet",,,Province:,6,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
594,1,Birendra Nagar Municipality,"100,458",16,245.06,410,
595,2,Bheri Ganga Municipality,"41,407",13,256.20,162,
596,3,Gurbhakot Municipality,"43,765",14,228.62,191,
597,4,Panchapuri Municipality,"32,231",11,329.90,98,
598,5,Lek Besi Municipality,"30,295",10,180.92,167,
,,Gaun Palika (Rural Municipal):,,,,,
599,6,Chaukune,"25,240",10,381.01,66,
600,7,Baraha Tal,"26,802",10,455.09,59,
601,8,Chingad,"17,275",6,170.19,102,
602,9,Simta,"25,845",9,241.64,107,
,,Total of District,"343,318",99,"2,488.63",,
Dist. Code Name of District,,,Province:,6,,,
,60,Dailekh,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
603,1,Narayan Municipality,"27,037",11,110.63,244,
604,2,Dullu Municipality,"41,540",13,156.77,265,
605,3,Chamunda Bindrasaini Municipality,"26,149",9,90.60,289,
606,4,Aathabis Municipality,"29,227",9,168.00,174,
,,Gaun Palika (Rural Municipal):,,,,,
607,5,Bhagawati Mai,"18,778",7,151.52,124,
608,6,Gurans,"22,033",8,164.79,134,
609,7,Dungeshwor,"15,883",6,105.19,151,
610,8,Naumule,"20,802",8,228.59,91,
611,9,Mahabu,"19,277",6,110.80,174,
612,10,Bairavi,"21,233",7,110.46,192,
613,11,Thantikandh,"18,896",6,88.22,214,
,,Total of District,"260,855",90,"1,485.57",,

,,,,,,,Page 21 of 26
Dist. Code Name of District,,,Province:,6,,,
,61,Jajarkot,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
614,1,Bheri Municipality,"33,515",13,219.77,153,
615,2,Chhedagad Municipality,"35,295",13,284.20,124,
616,3,Triveni Nalgad Municipality,"25,597",13,387.44,66,
,,Gaun Palika (Rural Municipal):,,,,,
617,4,Kuse,"20,621",9,273.97,75,
618,5,Junichande,"21,733",11,346.21,63,
619,6,Barekot,"18,083",9,577.50,31,
620,7,Shivalaya,"15,269",9,134.26,114,
,,Total of District,"170,113",77,"2,223.35",,
Dist. Code Name of District,,,Province:,6,,,
,62,Dolpa,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
621,1,Thuli Bheri Municipality,"8,370",11,421.34,20,
622,2,Tripura Sundari Municipality,"10,104",11,393.54,26,
,,Gaun Palika (Rural Municipal):,,,,,
623,3,Dolpo Buddha,"2,126",6,377.38,6,
624,4,She-Phoksundo,"3,099",9,123.07,25,
625,5,Jagadulla,"2,273",6,83.30,27,
626,6,Mudke Chula gaun,"5,129",9,250.08,21,
627,7,Kaieke,"3,576",7,466.60,8,
628,8,Chharka Tongsong,"1,451",6,345.57,4,
,,Total of District,"36,128",65,"2,460.88",Difference noted verification?,
Dist. Code Name of District,,,Province:,6,,,
,63,Jumla,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
629,1,Chandannath Municipality,"19,047",10,102.03,187,
,,Gaun Palika (Rural Municipal):,,,,,
630,2,Kanaka Sundari,"12,977",8,225.39,58,
631,3,Sinja,"12,395",6,153.29,81,
632,4,Hima,"10,961",7,132.32,83,
633,5,Tila,"13,607",9,175.49,78,
634,6,Guthichaur,"9,870",5,427.00,23,
635,7,Tatopani,"14,638",8,525.56,28,
636,8,Patarasi,"14,571",7,814.07,18,
,,Total of District,"108,066",60,"2,555.15",,

,,,,,,,,Page 22 of 26
Dist. Code Name of District,,,Province:,,6,,,
,64,Kalikot,,,,,,
,SN,Municipality/ VC,Population,,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
637,1,Khandachakra Municipality,"20,288",,11,133.29,152,
638,2,Raskot Municipality,"16,272",,9,59.73,272,
639,3,Tila Gupha Municipality,"15,766",,11,262.56,60,
,,Gaun Palika (Rural Municipal):,,,,,,
640,4,Pachal Jharana,"12,343",,9,166.92,74,
641,5,Sanni Triveni,"12,846",,9,136.71,94,
642,6,Narhari Nath,"21,366",,9,143.86,149,
643,7,Kalika,"14,080",,8,97.32,145,
644,8,Mahawai,"8,323",,7,322.07,26,
645,9,Palata,"15,303",,9,318.84,48,
,,Total of District,"136,587",,82,"1,641.30",,
Dist. Code Name of District,,,,Province:,6,,,
,65,Mugu,,,,,,
,SN,,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
646,1,Chhaya Nath Rara Municipality,,"20,078",14,480.67,42,
,,Gaun Palika (Rural Municipal):,,,,,,
647,2,Mugumakarmarong,,"5,396",9,"2,106.91",3,
648,3,Soru,,"12,238",11,365.80,33,
649,4,Khatyad,,"17,116",11,281.12,61,
,,Total of District,,"54,828",45,"3,234.50",Difference noted verification?,
Dist. Code Name of District,,,Province:,6,,,,
,66,Humla,,,,,,
,SN,Municipality/ VC,,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
,,Gaun Palika (Rural Municipal):,,,,,,
650,1,Simkot,,"11,557",8,785.89,15,
651,2,Namkha,,"3,900",6,"2,419.64",2,
652,3,Kharpu Nath,,"6,011",5,880.00,7,
653,4,Sarkegad,,"9,868",8,306.70,32,
654,5,Chankheli,,"5,517",6,"1,310.41",4,
655,6,Adanchuli,,"7,116",6,150.61,47,
656,7,Tanjakot,,"5,964",5,159.10,37,
,,Total of District,,"49,933",44,"6,012 Difference noted verification?",,
,,Total of Province 6,,"1,401,554",645,"24,039.25",,

Page 23 of 26,,,,,,,
Dist. Code Name of District,,,Province:,7,,,
,67,Bajura,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
657,1,Badi Malika Municipality,"16,818",9,276.00,61,
658,2,Triveni Municipality,"18,363",9,170.32,108,
659,3,Budhi Ganga Municipality,"21,677",10,59.20,366,
660,4,Budhi Nanda Municipality,"18,776",10,232.48,81,
,,Gaun Palika (Rural Municipal):,,,,,
661,5,Gaumul,"8,515",6,314.66,27,
662,6,Pandav Gupha,"9,432",6,171.72,55,
663,7,SwamiKartik,"12,784",5,110.55,116,
664,8,Chhededaha,"18,575",7,135.08,138,
665,9,Himali,9214,7,830.33,11,
,,Total of District,"134,154",69,"2,300.34",,
"Dist. Code Name of District
68 Bajhang",,,Province:,7,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
666,1,Jaya Prithvi Municipality,"22,191",11,166.79,133,
667,2,Bungal Municipality,"33,224",11,447.59,74,
,,Gaun Palika (Rural Municipal):,,,,,
668,3,Talkot,"11,557",7,335.26,34,
669,4,Masta,"14,951",7,109.24,137,
670,5,Khaptadchhanna,"15,893",7,113.52,140,
671,6,Thalara,"17,952",9,105.51,170,
672,7,Bitthadchir,"17,154",9,86.15,199,
673,8,Surma,"9,022",5,270.80,33,
674,9,Chhabis Pathibhera,"16,296",7,116.34,140,
675,10,Durgathali,"12,972",7,61.83,210,
676,11,Kedarsyun,"21,307",9,113.91,187,
677,12,Kanda,"2,182",5,"1,467.27",1.5,
,,Total of District,"194,701",94,"3,394.21",,
Dist. Code Name of District,,,Province:,7,,,
,69,Achham,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
